date,temperature,humidity,luminosity
2019-11-27 17:11:31.706,23.4,27.7,328
2019-11-27 17:11:29.429,23.4,27.7,328
2019-11-27 17:11:27.155,23.3,27.7,328
2019-11-27 17:11:24.878,23.4,27.7,328
2019-11-27 17:11:22.601,23.4,27.7,328
2019-11-27 17:11:20.328,23.3,27.7,328
2019-11-27 17:11:18.051,23.4,27.7,328
2019-11-27 17:11:15.777,23.4,27.7,328
2019-11-27 17:11:13.501,23.4,27.7,328
2019-11-27 17:11:11.222,23.4,27.7,328
2019-11-27 17:11:08.950,23.4,27.7,328
2019-11-27 17:11:06.672,23.4,27.6,328
2019-11-27 17:11:04.395,23.4,27.6,328
2019-11-27 17:11:02.123,23.4,27.6,328
2019-11-27 17:10:59.846,23.4,27.6,328
2019-11-27 17:10:57.567,23.4,27.6,328
2019-11-27 17:10:55.289,23.4,27.6,328
2019-11-27 17:10:53.016,23.4,27.6,328
2019-11-27 17:10:50.739,23.4,27.6,328
2019-11-27 17:10:48.461,23.4,27.6,328
2019-11-27 17:10:46.189,23.4,27.6,328
2019-11-27 17:10:43.911,23.4,27.6,331
2019-11-27 17:10:41.634,23.4,27.7,328
2019-11-27 17:10:39.361,23.4,27.7,328
2019-11-27 17:10:37.083,23.4,27.7,328
2019-11-27 17:10:34.806,23.4,27.7,328
2019-11-27 17:10:32.533,23.4,27.7,328
2019-11-27 17:10:30.256,23.4,27.7,328
2019-11-27 17:10:27.977,23.4,27.7,328
2019-11-27 17:10:25.704,23.4,27.7,328
2019-11-27 17:10:23.427,23.4,27.7,328
2019-11-27 17:10:21.153,23.4,27.7,328
2019-11-27 17:10:18.876,23.4,27.7,328
2019-11-27 17:10:16.599,23.4,27.7,328
2019-11-27 17:10:14.326,23.4,27.7,328
2019-11-27 17:10:12.048,23.4,27.7,328
2019-11-27 17:10:09.771,23.4,27.7,328
2019-11-27 17:10:07.498,23.4,27.7,328
2019-11-27 17:10:05.221,23.4,27.7,328
2019-11-27 17:10:02.947,23.4,27.7,328
2019-11-27 17:10:00.670,23.4,27.7,328
2019-11-27 17:09:58.393,23.4,27.7,328
2019-11-27 17:09:56.120,23.4,27.7,328
2019-11-27 17:09:53.842,23.4,27.7,328
2019-11-27 17:09:51.564,23.4,27.8,328
2019-11-27 17:09:49.291,23.4,27.8,328
2019-11-27 17:09:47.014,23.4,27.8,331
2019-11-27 17:09:44.736,23.4,27.8,328
2019-11-27 17:09:42.464,23.4,27.8,328
2019-11-27 17:09:40.187,23.4,27.8,328
2019-11-27 17:09:37.913,23.4,27.8,328
2019-11-27 17:09:35.636,23.4,27.8,328
2019-11-27 17:09:33.358,23.4,27.8,328
2019-11-27 17:09:31.085,23.4,27.9,328
2019-11-27 17:09:28.807,23.4,27.8,328
2019-11-27 17:09:26.532,23.4,27.8,331
2019-11-27 17:09:24.258,23.3,27.8,328
2019-11-27 17:09:21.981,23.4,27.8,328
2019-11-27 17:09:19.704,23.4,27.8,328
2019-11-27 17:09:17.431,23.4,27.7,328
2019-11-27 17:09:15.153,23.3,27.7,331
2019-11-27 17:09:12.876,23.3,27.7,326
2019-11-27 17:09:10.603,23.4,27.7,328
2019-11-27 17:09:08.325,23.3,27.7,328
2019-11-27 17:09:06.048,23.4,27.7,326
2019-11-27 17:09:03.775,23.3,27.7,328
2019-11-27 17:09:01.497,23.3,27.8,328
2019-11-27 17:08:59.220,23.4,27.8,328
2019-11-27 17:08:56.947,23.4,27.8,328
2019-11-27 17:08:54.669,23.4,27.8,328
2019-11-27 17:08:52.392,23.4,27.8,331
2019-11-27 17:08:50.119,23.4,27.8,328
2019-11-27 17:08:47.842,23.3,27.8,331
2019-11-27 17:08:45.568,23.4,27.8,328
2019-11-27 17:08:43.291,23.4,27.8,331
2019-11-27 17:08:41.014,23.4,27.8,328
2019-11-27 17:08:38.740,23.3,27.8,328
2019-11-27 17:08:36.463,23.4,27.8,328
2019-11-27 17:08:34.185,23.3,27.8,328
2019-11-27 17:08:31.912,23.3,27.8,328
2019-11-27 17:08:29.635,23.4,27.9,328
2019-11-27 17:08:27.358,23.4,27.9,328
2019-11-27 17:08:25.085,23.3,27.9,331
2019-11-27 17:08:22.808,23.4,28.0,328
2019-11-27 17:08:20.534,23.4,28.0,328
2019-11-27 17:08:18.257,23.3,28.0,328
2019-11-27 17:08:15.980,23.3,28.0,328
2019-11-27 17:08:13.706,23.3,28.0,328
2019-11-27 17:08:11.429,23.3,28.0,328
2019-11-27 17:08:09.152,23.3,28.0,328
2019-11-27 17:08:06.878,23.3,28.0,328
2019-11-27 17:08:04.601,23.3,28.0,328
2019-11-27 17:08:02.324,23.3,28.0,328
2019-11-27 17:08:00.051,23.3,28.0,331
2019-11-27 17:07:57.773,23.3,28.0,326
2019-11-27 17:07:55.501,23.3,28.0,328
2019-11-27 17:07:53.223,23.3,28.0,328
2019-11-27 17:07:50.946,23.3,28.0,328
2019-11-27 17:07:48.672,23.3,28.0,328
2019-11-27 17:07:46.395,23.3,28.0,328
2019-11-27 17:07:44.118,23.3,28.0,328
2019-11-27 17:07:41.844,23.3,28.0,328
2019-11-27 17:07:39.567,23.3,28.0,328
2019-11-27 17:07:37.294,23.3,28.0,328
2019-11-27 17:07:35.017,23.3,27.9,326
2019-11-27 17:07:32.739,23.3,27.9,328
2019-11-27 17:07:30.467,23.3,27.9,328
2019-11-27 17:07:28.187,23.3,27.9,328
2019-11-27 17:07:25.910,23.3,28.0,328
2019-11-27 17:07:23.638,23.3,28.0,328
2019-11-27 17:07:21.360,23.3,28.0,328
2019-11-27 17:07:19.083,23.3,28.1,328
2019-11-27 17:07:16.810,23.3,28.1,331
2019-11-27 17:07:14.532,23.3,28.1,331
2019-11-27 17:07:12.259,23.3,28.2,328
2019-11-27 17:07:09.981,23.3,28.2,328
2019-11-27 17:07:07.704,23.3,28.2,328
2019-11-27 17:07:05.431,23.3,28.2,328
2019-11-27 17:07:03.154,23.3,28.2,328
2019-11-27 17:07:00.876,23.3,28.2,328
2019-11-27 17:06:58.603,23.3,28.2,328
2019-11-27 17:06:56.325,23.3,28.2,328
2019-11-27 17:06:54.048,23.3,28.1,328
2019-11-27 17:06:51.776,23.3,28.1,328
2019-11-27 17:06:49.498,23.3,28.1,328
2019-11-27 17:06:47.220,23.3,28.1,328
2019-11-27 17:06:44.947,23.2,28.0,328
2019-11-27 17:06:42.670,23.3,28.1,326
2019-11-27 17:06:40.396,23.2,28.0,334
2019-11-27 17:06:38.120,23.2,28.0,328
2019-11-27 17:06:35.842,23.2,28.0,326
2019-11-27 17:06:33.569,23.3,28.1,328
2019-11-27 17:06:31.291,23.2,28.0,328
2019-11-27 17:06:29.014,23.2,28.1,331
2019-11-27 17:06:26.741,23.2,28.1,328
2019-11-27 17:06:24.464,23.2,28.1,331
2019-11-27 17:06:22.190,23.2,28.1,328
2019-11-27 17:06:19.913,23.2,28.1,328
2019-11-27 17:06:17.635,23.2,28.1,328
2019-11-27 17:06:15.363,23.2,28.1,328
2019-11-27 17:06:13.086,23.2,28.1,328
2019-11-27 17:06:10.808,23.2,28.0,328
2019-11-27 17:06:08.535,23.2,28.0,328
2019-11-27 17:06:06.258,23.2,28.0,326
2019-11-27 17:06:03.985,23.2,28.0,328
2019-11-27 17:06:01.707,23.2,28.0,328
2019-11-27 17:05:59.430,23.2,28.0,328
2019-11-27 17:05:57.156,23.2,28.0,328
2019-11-27 17:05:54.879,23.2,28.0,331
2019-11-27 17:05:52.602,23.2,28.0,328
2019-11-27 17:05:50.329,23.2,28.0,328
2019-11-27 17:05:48.051,23.2,28.0,328
2019-11-27 17:05:45.778,23.2,28.0,328
2019-11-27 17:05:43.500,23.2,28.0,331
2019-11-27 17:05:41.223,23.2,28.0,328
2019-11-27 17:05:38.950,23.2,28.0,328
2019-11-27 17:05:36.672,23.2,28.0,328
2019-11-27 17:05:34.399,23.2,28.0,328
2019-11-27 17:05:32.122,23.2,28.0,334
2019-11-27 17:05:29.845,23.2,28.0,328
2019-11-27 17:05:27.573,23.2,27.9,328
2019-11-27 17:05:25.295,23.2,28.0,328
2019-11-27 17:05:23.018,23.2,27.9,328
2019-11-27 17:05:20.745,23.2,27.9,328
2019-11-27 17:05:18.468,23.2,27.9,328
2019-11-27 17:05:16.195,23.2,27.9,328
2019-11-27 17:05:13.917,23.2,27.9,328
2019-11-27 17:05:11.640,23.2,27.9,328
2019-11-27 17:05:09.366,23.2,27.9,328
2019-11-27 17:05:07.089,23.2,27.8,331
2019-11-27 17:05:04.812,23.2,27.8,326
2019-11-27 17:05:02.538,23.2,27.8,326
2019-11-27 17:05:00.261,23.2,27.8,326
2019-11-27 17:04:57.984,23.2,27.8,326
2019-11-27 17:04:55.707,23.2,27.8,326
2019-11-27 17:04:53.434,23.3,27.8,326
2019-11-27 17:04:51.156,23.2,27.8,326
2019-11-27 17:04:48.879,23.3,27.8,326
2019-11-27 17:04:46.606,23.2,27.8,328
2019-11-27 17:04:44.328,23.2,27.8,328
2019-11-27 17:04:42.051,23.2,27.8,328
2019-11-27 17:04:39.778,23.3,27.8,328
2019-11-27 17:04:37.500,23.3,27.8,328
2019-11-27 17:04:35.223,23.2,27.8,326
2019-11-27 17:04:32.950,23.3,27.8,328
2019-11-27 17:04:30.672,23.2,27.7,328
2019-11-27 17:04:28.395,23.2,27.7,328
2019-11-27 17:04:26.121,23.2,27.7,328
2019-11-27 17:04:23.844,23.3,27.7,326
2019-11-27 17:04:21.568,23.2,27.6,328
2019-11-27 17:04:19.294,23.3,27.7,326
2019-11-27 17:04:17.017,23.2,27.7,328
2019-11-27 17:04:14.740,23.3,27.7,328
2019-11-27 17:04:12.462,23.2,27.7,328
2019-11-27 17:04:10.189,23.3,27.7,326
2019-11-27 17:04:07.912,23.3,27.7,326
2019-11-27 17:04:05.634,23.3,27.7,326
2019-11-27 17:04:03.361,23.3,27.7,326
2019-11-27 17:04:01.083,23.3,27.7,326
2019-11-27 17:03:58.806,23.3,27.7,326
2019-11-27 17:03:56.529,23.3,27.7,328
2019-11-27 17:03:54.256,23.3,27.7,328
2019-11-27 17:03:51.979,23.3,27.7,328
2019-11-27 17:03:49.701,23.3,27.7,328
2019-11-27 17:03:47.428,23.3,27.7,326
2019-11-27 17:03:45.151,23.3,27.6,326
2019-11-27 17:03:42.874,23.3,27.6,328
2019-11-27 17:03:40.596,23.3,27.6,328
2019-11-27 17:03:38.323,23.3,27.6,328
2019-11-27 17:03:36.046,23.3,27.6,326
2019-11-27 17:03:33.768,23.4,27.6,328
2019-11-27 17:03:31.495,23.3,27.6,328
2019-11-27 17:03:29.218,23.4,27.7,328
2019-11-27 17:03:26.940,23.4,27.7,328
2019-11-27 17:03:24.666,23.4,27.7,326
2019-11-27 17:03:22.389,23.3,27.7,326
2019-11-27 17:03:20.111,23.4,27.7,326
2019-11-27 17:03:17.838,23.4,27.7,328
2019-11-27 17:03:15.560,23.4,27.8,326
2019-11-27 17:03:13.284,23.3,27.8,328
2019-11-27 17:03:11.011,23.4,27.8,331
2019-11-27 17:03:08.734,23.4,27.8,328
2019-11-27 17:03:06.455,23.4,27.9,328
2019-11-27 17:03:04.183,23.4,27.9,331
2019-11-27 17:03:01.906,23.4,27.9,331
2019-11-27 17:02:59.632,23.4,27.9,328
2019-11-27 17:02:57.355,23.4,27.8,328
2019-11-27 17:02:55.078,23.4,27.8,331
2019-11-27 17:02:52.804,23.4,27.8,326
2019-11-27 17:02:50.527,23.4,27.8,328
2019-11-27 17:02:48.250,23.4,27.8,328
2019-11-27 17:02:45.976,23.4,27.8,328
2019-11-27 17:02:43.699,23.4,27.8,328
2019-11-27 17:02:41.422,23.4,27.8,328
2019-11-27 17:02:39.148,23.5,27.9,328
2019-11-27 17:02:36.871,23.5,27.8,328
2019-11-27 17:02:34.594,23.4,27.7,328
2019-11-27 17:02:32.320,23.4,27.7,328
2019-11-27 17:02:30.043,23.5,27.7,328
2019-11-27 17:02:27.772,23.4,27.6,328
2019-11-27 17:02:25.494,23.5,27.7,326
2019-11-27 17:02:23.217,23.5,27.7,326
2019-11-27 17:02:20.943,23.5,27.7,326
2019-11-27 17:02:18.667,23.5,27.8,328
2019-11-27 17:02:16.388,23.4,27.7,328
2019-11-27 17:02:14.116,23.5,27.8,328
2019-11-27 17:02:11.838,23.4,27.7,326
2019-11-27 17:02:09.561,23.5,27.8,328
2019-11-27 17:02:07.287,23.5,27.8,328
2019-11-27 17:02:05.010,23.5,27.8,328
2019-11-27 17:02:02.733,23.5,27.8,328
2019-11-27 17:02:00.459,23.4,27.7,328
2019-11-27 17:01:58.182,23.5,27.8,331
2019-11-27 17:01:55.905,23.5,27.8,326
2019-11-27 17:01:53.631,23.5,27.8,328
2019-11-27 17:01:51.354,23.4,27.7,326
2019-11-27 17:01:49.077,23.5,27.7,328
2019-11-27 17:01:46.804,23.5,27.7,328
2019-11-27 17:01:44.527,23.5,27.7,328
2019-11-27 17:01:42.254,23.5,27.7,328
2019-11-27 17:01:39.976,23.5,27.7,328
2019-11-27 17:01:37.699,23.5,27.7,328
2019-11-27 17:01:35.425,23.5,27.7,328
2019-11-27 17:01:33.148,23.5,27.7,328
2019-11-27 17:01:30.870,23.5,27.7,328
