date,temperature,humidity,luminosity
2019-11-27 17:01:28.598,23.5,27.7,328
2019-11-27 17:01:26.321,23.4,27.6,328
2019-11-27 17:01:24.043,23.5,27.7,328
2019-11-27 17:01:21.770,23.5,27.7,328
2019-11-27 17:01:19.493,23.4,27.6,328
2019-11-27 17:01:17.215,23.5,27.6,328
2019-11-27 17:01:14.942,23.4,27.6,328
2019-11-27 17:01:12.665,23.5,27.7,328
2019-11-27 17:01:10.387,23.5,27.7,328
2019-11-27 17:01:08.114,23.5,27.7,328
2019-11-27 17:01:05.836,23.5,27.7,328
2019-11-27 17:01:03.560,23.5,27.6,334
2019-11-27 17:01:01.286,23.5,27.6,328
2019-11-27 17:00:59.009,23.4,27.5,328
2019-11-27 17:00:56.732,23.5,27.6,328
2019-11-27 17:00:54.459,23.5,27.6,331
2019-11-27 17:00:52.181,23.5,27.6,328
2019-11-27 17:00:49.903,23.4,27.5,328
2019-11-27 17:00:47.630,23.5,27.6,328
2019-11-27 17:00:45.354,23.5,27.6,328
2019-11-27 17:00:43.076,23.5,27.6,331
2019-11-27 17:00:40.803,23.5,27.7,328
2019-11-27 17:00:38.525,23.5,27.7,334
2019-11-27 17:00:36.252,23.5,27.7,328
2019-11-27 17:00:33.974,23.5,27.7,328
2019-11-27 17:00:31.697,23.5,27.7,328
2019-11-27 17:00:29.424,23.5,27.7,328
2019-11-27 17:00:27.147,23.5,27.7,328
2019-11-27 17:00:24.870,23.5,27.7,328
2019-11-27 17:00:22.597,23.5,27.7,328
2019-11-27 17:00:20.319,23.5,27.7,331
2019-11-27 17:00:18.042,23.5,27.7,328
2019-11-27 17:00:15.769,23.5,27.7,331
2019-11-27 17:00:13.491,23.4,27.7,331
2019-11-27 17:00:11.214,23.5,27.7,328
2019-11-27 17:00:08.940,23.5,27.7,328
2019-11-27 17:00:06.664,23.5,27.7,328
2019-11-27 17:00:04.386,23.5,27.7,328
2019-11-27 17:00:02.113,23.5,27.7,328
2019-11-27 16:59:59.836,23.5,27.7,328
2019-11-27 16:59:57.558,23.5,27.7,328
2019-11-27 16:59:55.285,23.5,27.8,331
2019-11-27 16:59:53.008,23.5,27.8,337
2019-11-27 16:59:50.735,23.5,27.8,328
2019-11-27 16:59:48.457,23.5,27.8,328
2019-11-27 16:59:46.179,23.5,27.9,328
2019-11-27 16:59:43.906,23.5,27.9,328
2019-11-27 16:59:41.630,23.5,27.9,328
2019-11-27 16:59:39.352,23.4,27.8,331
2019-11-27 16:59:37.079,23.5,27.9,328
2019-11-27 16:59:34.801,23.4,27.8,328
2019-11-27 16:59:32.524,23.5,27.9,328
2019-11-27 16:59:30.251,23.5,27.8,328
2019-11-27 16:59:27.972,23.5,27.8,328
2019-11-27 16:59:25.695,23.5,27.8,328
2019-11-27 16:59:23.422,23.5,27.8,331
2019-11-27 16:59:21.144,23.5,27.8,331
2019-11-27 16:59:18.867,23.4,27.7,328
2019-11-27 16:59:16.594,23.5,27.8,328
2019-11-27 16:59:14.317,23.5,27.8,328
2019-11-27 16:59:12.039,23.5,27.8,328
2019-11-27 16:59:09.766,23.5,27.7,328
2019-11-27 16:59:07.488,23.5,27.7,328
2019-11-27 16:59:05.212,23.5,27.7,328
2019-11-27 16:59:02.939,23.5,27.7,328
2019-11-27 16:59:00.661,23.5,27.7,328
2019-11-27 16:58:58.384,23.5,27.6,328
2019-11-27 16:58:56.110,23.5,27.7,328
2019-11-27 16:58:53.833,23.5,27.7,331
2019-11-27 16:58:51.560,23.5,27.7,328
2019-11-27 16:58:49.283,23.5,27.7,328
2019-11-27 16:58:47.005,23.5,27.7,331
2019-11-27 16:58:44.732,23.5,27.7,328
2019-11-27 16:58:42.455,23.5,27.7,328
2019-11-27 16:58:40.178,23.5,27.8,328
2019-11-27 16:58:37.904,23.5,27.7,331
2019-11-27 16:58:35.627,23.5,27.7,328
2019-11-27 16:58:33.350,23.5,27.7,328
2019-11-27 16:58:31.076,23.5,27.7,328
2019-11-27 16:58:28.799,23.5,27.7,328
2019-11-27 16:58:26.523,23.5,27.7,328
2019-11-27 16:58:24.249,23.5,27.7,331
2019-11-27 16:58:21.973,23.5,27.7,328
2019-11-27 16:58:19.695,23.5,27.7,331
2019-11-27 16:58:17.422,23.5,27.7,331
2019-11-27 16:58:15.144,23.5,27.7,331
2019-11-27 16:58:12.867,23.5,27.7,331
2019-11-27 16:58:10.594,23.5,27.7,331
2019-11-27 16:58:08.317,23.5,27.7,331
2019-11-27 16:58:06.039,23.5,27.7,331
2019-11-27 16:58:03.766,23.5,27.7,328
2019-11-27 16:58:01.488,23.5,27.7,331
2019-11-27 16:57:59.211,23.5,27.7,331
2019-11-27 16:57:56.938,23.5,27.7,328
2019-11-27 16:57:54.661,23.5,27.7,331
2019-11-27 16:57:52.387,23.5,27.7,337
2019-11-27 16:57:50.110,23.5,27.7,331
2019-11-27 16:57:47.833,23.5,27.7,337
2019-11-27 16:57:45.560,23.5,27.7,331
2019-11-27 16:57:43.282,23.5,27.7,328
2019-11-27 16:57:41.005,23.5,27.7,328
2019-11-27 16:57:38.732,23.5,27.7,328
2019-11-27 16:57:36.455,23.5,27.7,328
2019-11-27 16:57:34.177,23.5,27.7,328
2019-11-27 16:57:31.904,23.5,27.6,334
2019-11-27 16:57:29.627,23.5,27.6,328
2019-11-27 16:57:27.349,23.5,27.6,328
2019-11-27 16:57:25.075,23.5,27.6,328
2019-11-27 16:57:22.798,23.5,27.6,328
2019-11-27 16:57:20.524,23.5,27.6,328
2019-11-27 16:57:18.247,23.5,27.6,331
2019-11-27 16:57:15.970,23.5,27.6,331
2019-11-27 16:57:13.697,23.5,27.6,331
2019-11-27 16:57:11.420,23.5,27.5,328
2019-11-27 16:57:09.141,23.5,27.5,328
2019-11-27 16:57:06.869,23.5,27.5,328
2019-11-27 16:57:04.592,23.5,27.5,328
2019-11-27 16:57:02.314,23.5,27.5,331
2019-11-27 16:57:00.037,23.5,27.5,328
2019-11-27 16:56:57.763,23.5,27.6,328
2019-11-27 16:56:55.486,23.5,27.5,328
2019-11-27 16:56:53.209,23.5,27.5,328
2019-11-27 16:56:50.931,23.5,27.6,328
2019-11-27 16:56:48.658,23.5,27.6,328
2019-11-27 16:56:46.381,23.5,27.5,331
2019-11-27 16:56:44.103,23.5,27.5,328
2019-11-27 16:56:41.831,23.5,27.5,328
2019-11-27 16:56:39.554,23.5,27.5,331
2019-11-27 16:56:37.276,23.5,27.5,328
2019-11-27 16:56:35.003,23.5,27.5,328
2019-11-27 16:56:32.725,23.5,27.5,326
2019-11-27 16:56:30.448,23.5,27.5,326
2019-11-27 16:56:28.172,23.5,27.5,328
2019-11-27 16:56:25.899,23.5,27.5,328
2019-11-27 16:56:23.621,23.5,27.5,331
2019-11-27 16:56:21.344,23.5,27.5,328
2019-11-27 16:56:19.066,23.5,27.5,328
2019-11-27 16:56:16.793,23.5,27.5,328
2019-11-27 16:56:14.516,23.5,27.5,331
2019-11-27 16:56:12.239,23.5,27.5,328
2019-11-27 16:56:09.961,23.5,27.5,328
2019-11-27 16:56:07.688,23.5,27.5,328
2019-11-27 16:56:05.411,23.5,27.5,328
2019-11-27 16:56:03.133,23.5,27.5,331
2019-11-27 16:56:00.860,23.5,27.5,331
2019-11-27 16:55:58.583,23.5,27.5,337
2019-11-27 16:55:56.305,23.5,27.5,331
2019-11-27 16:55:54.028,23.5,27.5,331
2019-11-27 16:55:51.755,23.5,27.5,331
2019-11-27 16:55:49.477,23.5,27.4,331
2019-11-27 16:55:47.200,23.5,27.4,331
2019-11-27 16:55:44.923,23.5,27.4,331
2019-11-27 16:55:42.650,23.5,27.4,331
2019-11-27 16:55:40.373,23.5,27.4,331
2019-11-27 16:55:38.095,23.5,27.4,331
2019-11-27 16:55:35.822,23.5,27.4,331
2019-11-27 16:55:33.544,23.5,27.3,331
2019-11-27 16:55:31.268,23.5,27.3,334
2019-11-27 16:55:28.991,23.5,27.3,331
2019-11-27 16:55:26.716,23.6,27.3,331
2019-11-27 16:55:24.440,23.6,27.3,334
2019-11-27 16:55:22.163,23.6,27.3,331
2019-11-27 16:55:19.889,23.5,27.4,331
2019-11-27 16:55:17.612,23.6,27.4,331
2019-11-27 16:55:15.335,23.6,27.4,331
2019-11-27 16:55:13.061,23.6,27.4,334
2019-11-27 16:55:10.784,23.6,27.4,331
2019-11-27 16:55:08.506,23.5,27.4,331
2019-11-27 16:55:06.229,23.6,27.5,331
2019-11-27 16:55:03.956,23.6,27.5,331
2019-11-27 16:55:01.678,23.6,27.5,331
2019-11-27 16:54:59.402,23.6,27.5,331
2019-11-27 16:54:57.128,23.6,27.5,331
2019-11-27 16:54:54.851,23.6,27.6,331
2019-11-27 16:54:52.578,23.6,27.6,331
2019-11-27 16:54:50.300,23.6,27.7,331
2019-11-27 16:54:48.023,23.6,27.7,331
2019-11-27 16:54:45.750,23.6,27.8,331
2019-11-27 16:54:43.472,23.6,27.8,331
2019-11-27 16:54:41.195,23.6,27.8,331
2019-11-27 16:54:38.922,23.6,27.8,331
2019-11-27 16:54:36.645,23.6,27.8,331
2019-11-27 16:54:34.368,23.6,27.8,331
2019-11-27 16:54:32.094,23.6,27.8,331
2019-11-27 16:54:29.817,23.6,27.8,331
2019-11-27 16:54:27.540,23.6,27.7,331
2019-11-27 16:54:25.267,23.6,27.7,331
2019-11-27 16:54:22.989,23.6,27.6,331
2019-11-27 16:54:20.716,23.6,27.6,331
2019-11-27 16:54:18.438,23.6,27.6,331
2019-11-27 16:54:16.161,23.5,27.7,331
2019-11-27 16:54:13.887,23.6,27.7,331
2019-11-27 16:54:11.610,23.6,27.7,331
2019-11-27 16:54:09.334,23.6,27.8,331
2019-11-27 16:54:07.060,23.6,27.8,331
2019-11-27 16:54:04.783,23.6,27.8,331
2019-11-27 16:54:02.505,23.5,27.9,331
2019-11-27 16:54:00.232,23.6,27.8,331
2019-11-27 16:53:57.954,23.6,27.8,334
2019-11-27 16:53:55.678,23.6,27.9,334
2019-11-27 16:53:53.405,23.5,27.9,331
2019-11-27 16:53:51.127,23.6,27.9,331
2019-11-27 16:53:48.850,23.6,27.9,334
2019-11-27 16:53:46.576,23.5,27.8,331
2019-11-27 16:53:44.299,23.5,27.8,331
2019-11-27 16:53:42.022,23.5,27.8,331
2019-11-27 16:53:39.749,23.5,27.8,334
2019-11-27 16:53:37.471,23.5,27.7,331
2019-11-27 16:53:35.198,23.6,27.7,331
2019-11-27 16:53:32.920,23.5,27.7,331
2019-11-27 16:53:30.643,23.5,27.7,334
2019-11-27 16:53:28.370,23.5,27.7,331
2019-11-27 16:53:26.093,23.5,27.6,331
2019-11-27 16:53:23.815,23.6,27.6,331
2019-11-27 16:53:21.542,23.6,27.6,334
2019-11-27 16:53:19.265,23.6,27.5,334
2019-11-27 16:53:16.988,23.6,27.5,337
2019-11-27 16:53:14.714,23.6,27.5,331
2019-11-27 16:53:12.437,23.6,27.5,331
2019-11-27 16:53:10.159,23.6,27.5,331
2019-11-27 16:53:07.886,23.6,27.5,334
2019-11-27 16:53:05.609,23.6,27.5,337
2019-11-27 16:53:03.336,23.6,27.5,334
2019-11-27 16:53:01.058,23.6,27.5,331
2019-11-27 16:52:58.782,23.6,27.6,331
2019-11-27 16:52:56.508,23.6,27.6,331
2019-11-27 16:52:54.231,23.6,27.5,334
2019-11-27 16:52:51.954,23.6,27.6,331
2019-11-27 16:52:49.681,23.6,27.6,334
2019-11-27 16:52:47.403,23.6,27.6,331
2019-11-27 16:52:45.130,23.6,27.6,331
2019-11-27 16:52:42.852,23.6,27.6,334
2019-11-27 16:52:40.575,23.6,27.6,334
2019-11-27 16:52:38.302,23.6,27.6,334
2019-11-27 16:52:36.024,23.6,27.6,331
2019-11-27 16:52:33.747,23.6,27.6,331
2019-11-27 16:52:31.474,23.6,27.5,331
2019-11-27 16:52:29.196,23.6,27.5,331
2019-11-27 16:52:26.922,23.5,27.5,334
2019-11-27 16:52:24.645,23.6,27.5,331
2019-11-27 16:52:22.368,23.6,27.5,331
2019-11-27 16:52:20.095,23.5,27.5,334
2019-11-27 16:52:17.817,23.6,27.5,331
2019-11-27 16:52:15.540,23.6,27.5,334
2019-11-27 16:52:13.267,23.6,27.5,334
2019-11-27 16:52:10.989,23.5,27.5,334
2019-11-27 16:52:08.712,23.5,27.5,334
2019-11-27 16:52:06.434,23.6,27.4,334
2019-11-27 16:52:04.161,23.5,27.4,331
2019-11-27 16:52:01.885,23.5,27.4,331
2019-11-27 16:51:59.607,23.5,27.4,334
2019-11-27 16:51:57.334,23.5,27.3,331
2019-11-27 16:51:55.056,23.5,27.3,331
2019-11-27 16:51:52.779,23.6,27.3,340
2019-11-27 16:51:50.501,23.6,27.4,331
2019-11-27 16:51:48.228,23.6,27.4,331
2019-11-27 16:51:45.952,23.6,27.4,331
2019-11-27 16:51:43.674,23.6,27.4,334
2019-11-27 16:51:41.401,23.6,27.5,334
2019-11-27 16:51:39.123,23.6,27.6,334
2019-11-27 16:51:36.846,23.6,27.6,334
2019-11-27 16:51:34.573,23.6,27.6,334
2019-11-27 16:51:32.295,23.6,27.6,331
2019-11-27 16:51:30.019,23.6,27.6,331
2019-11-27 16:51:27.744,23.6,27.7,331
2019-11-27 16:51:25.468,23.6,27.7,331
2019-11-27 16:51:23.195,23.6,27.7,337
2019-11-27 16:51:20.917,23.6,27.7,331
2019-11-27 16:51:18.640,23.6,27.7,331
2019-11-27 16:51:16.366,23.6,27.7,331
2019-11-27 16:51:14.089,23.6,27.7,331
2019-11-27 16:51:11.811,23.6,27.7,331
2019-11-27 16:51:09.538,23.6,27.7,331
2019-11-27 16:51:07.261,23.6,27.7,331
2019-11-27 16:51:04.985,23.6,27.7,331
2019-11-27 16:51:02.711,23.6,27.7,331
2019-11-27 16:51:00.434,23.6,27.7,331
2019-11-27 16:50:58.157,23.6,27.7,331
2019-11-27 16:50:55.883,23.6,27.8,331
2019-11-27 16:50:53.606,23.6,27.8,331
2019-11-27 16:50:51.332,23.6,27.8,334
2019-11-27 16:50:49.055,23.6,27.8,331
2019-11-27 16:50:46.778,23.6,27.7,334
2019-11-27 16:50:44.505,23.5,27.7,334
2019-11-27 16:50:42.227,23.6,27.7,334
2019-11-27 16:50:39.950,23.5,27.7,331
2019-11-27 16:50:37.677,23.6,27.6,331
2019-11-27 16:50:35.399,23.6,27.6,334
2019-11-27 16:50:33.123,23.6,27.6,337
2019-11-27 16:50:30.849,23.6,27.6,331
2019-11-27 16:50:28.572,23.5,27.6,331
2019-11-27 16:50:26.295,23.5,27.6,331
2019-11-27 16:50:24.022,23.6,27.7,331
